token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,freeze_qty
822217,SENSEX2670976600PE,SENSEX,09JUL2026,7660000.000000,20,OPTIDX,BFO,5.000000,1000
822220,SENSEX2670970600PE,SENSEX,09JUL2026,7060000.000000,20,OPTIDX,BFO,5.000000,1000
821000,SENSEX2670275900CE,SENSEX,02JUL2026,7590000.000000,20,OPTIDX,BFO,5.000000,1000
821043,SENSEX2670273800CE,SENSEX,02JUL2026,7380000.000000,20,OPTIDX,BFO,5.000000,1000
821048,SENSEX2670278100CE,SENSEX,02JUL2026,7810000.000000,20,OPTIDX,BFO,5.000000,1000
821057,OIL26JUL550PE,OIL,30JUL2026,55000.000000,1400,OPTSTK,BFO,5.000000,100000000
1141465,SENSEX5026JUL25950CE,SENSEX50,30JUL2026,2595000.000000,75,OPTIDX,BFO,5.000000,1800
1141481,LICHSGFIN26JUL525PE,LICHSGFIN,30JUL2026,52500.000000,1000,OPTSTK,BFO,5.000000,60000
1141482,BANKEX26JUL59900PE,BANKEX,30JUL2026,5990000.000000,30,OPTIDX,BFO,5.000000,900
1141485,PETRONET26JUL262.5CE,PETRONET,30JUL2026,26250.000000,1900,OPTSTK,BFO,5.000000,120000
821193,KAYNES26JUL2900PE,KAYNES,30JUL2026,290000.000000,150,OPTSTK,BFO,5.000000,100000000
821196,ADANIPORTS26JUL1940PE,ADANIPORTS,30JUL2026,194000.000000,475,OPTSTK,BFO,5.000000,32000
821206,LODHA26JUL790CE,LODHA,30JUL2026,79000.000000,625,OPTSTK,BFO,5.000000,100000000
821209,DLF26JUL530CE,DLF,30JUL2026,53000.000000,950,OPTSTK,BFO,5.000000,49500
822239,SENSEX2670970500CE,SENSEX,09JUL2026,7050000.000000,20,OPTIDX,BFO,5.000000,1000
822242,SENSEX2670973900PE,SENSEX,09JUL2026,7390000.000000,20,OPTIDX,BFO,5.000000,1000
822253,SENSEX2670974500PE,SENSEX,09JUL2026,7450000.000000,20,OPTIDX,BFO,5.000000,1000
822258,SENSEX2670977500CE,SENSEX,09JUL2026,7750000.000000,20,OPTIDX,BFO,5.000000,1000
1141498,VMM26JUL127PE,VMM,30JUL2026,12700.000000,4850,OPTSTK,BFO,5.000000,100000000
1141505,FORTIS26JUL870CE,FORTIS,30JUL2026,87000.000000,775,OPTSTK,BFO,5.000000,100000000
1141516,FEDERALBNK26JUL280CE,FEDERALBNK,30JUL2026,28000.000000,2500,OPTSTK,BFO,5.000000,200000
1141518,SWIGGY26JUL235CE,SWIGGY,30JUL2026,23500.000000,1825,OPTSTK,BFO,5.000000,100000000
821107,VOLTAS26JUL1100PE,VOLTAS,30JUL2026,110000.000000,375,OPTSTK,BFO,5.000000,30000
821116,COCHINSHIP26JUL1460PE,COCHINSHIP,30JUL2026,146000.000000,400,OPTSTK,BFO,5.000000,100000000
821145,CROMPTON26JUL317.5PE,CROMPTON,30JUL2026,31750.000000,2150,OPTSTK,BFO,5.000000,90000
821160,KPITTECH26JUL630CE,KPITTECH,30JUL2026,63000.000000,775,OPTSTK,BFO,5.000000,100000000
821223,NESTLEIND26JUL1360CE,NESTLEIND,30JUL2026,136000.000000,500,OPTSTK,BFO,5.000000,1200
821237,MANKIND26JUL2640CE,MANKIND,30JUL2026,264000.000000,250,OPTSTK,BFO,5.000000,100000000
821238,CANBK26JUL116.8CE,CANBK,30JUL2026,11680.000000,6750,OPTSTK,BFO,5.000000,81000
821257,LODHA26JUL780CE,LODHA,30JUL2026,78000.000000,625,OPTSTK,BFO,5.000000,100000000
822261,SENSEX2670982200PE,SENSEX,09JUL2026,8220000.000000,20,OPTIDX,BFO,5.000000,1000
822319,SENSEX2670971000CE,SENSEX,09JUL2026,7100000.000000,20,OPTIDX,BFO,5.000000,1000
822327,SENSEX2670969600PE,SENSEX,09JUL2026,6960000.000000,20,OPTIDX,BFO,5.000000,1000
822362,SENSEX2670977500PE,SENSEX,09JUL2026,7750000.000000,20,OPTIDX,BFO,5.000000,1000
821179,PIIND26JUL3260CE,PIIND,30JUL2026,326000.000000,175,OPTSTK,BFO,5.000000,7500
821184,MPHASIS26JUL1960PE,MPHASIS,30JUL2026,196000.000000,275,OPTSTK,BFO,5.000000,11000
821199,BIOCON26JUL460CE,BIOCON,30JUL2026,46000.000000,2500,OPTSTK,BFO,5.000000,100000
821225,LICHSGFIN26JUL510PE,LICHSGFIN,30JUL2026,51000.000000,1000,OPTSTK,BFO,5.000000,60000
1141519,BOSCHLTD26JUL37500CE,BOSCHLTD,30JUL2026,3750000.000000,25,OPTSTK,BFO,5.000000,1500
1141521,MCX26JUL2700CE,MCX,30JUL2026,270000.000000,225,OPTSTK,BFO,5.000000,16000
1141532,BANKINDIA26JUL122.85CE,BANKINDIA,30JUL2026,12285.000000,5200,OPTSTK,BFO,5.000000,100000000
1141533,CGPOWER26JUL840PE,CGPOWER,30JUL2026,84000.000000,850,OPTSTK,BFO,5.000000,100000000
821277,DRREDDY26JUL1400CE,DRREDDY,30JUL2026,140000.000000,625,OPTSTK,BFO,5.000000,5000
821301,DALBHARAT26JUL1600PE,DALBHARAT,30JUL2026,160000.000000,325,OPTSTK,BFO,5.000000,15000
821316,KAYNES26JUL2750CE,KAYNES,30JUL2026,275000.000000,150,OPTSTK,BFO,5.000000,100000000
821341,UNIONBANK26JUL142.5CE,UNIONBANK,30JUL2026,14250.000000,4425,OPTSTK,BFO,5.000000,100000000
822381,SENSEX2670979700CE,SENSEX,09JUL2026,7970000.000000,20,OPTIDX,BFO,5.000000,1000
822401,SENSEX2670969000CE,SENSEX,09JUL2026,6900000.000000,20,OPTIDX,BFO,5.000000,1000
822404,JINDALSTEL26JUL1130PE,JINDALSTEL,30JUL2026,113000.000000,625,OPTSTK,BFO,5.000000,37500
822405,PIIND26JUL2660CE,PIIND,30JUL2026,266000.000000,175,OPTSTK,BFO,5.000000,7500
1141591,SENSEX26JUL75300CE,SENSEX,30JUL2026,7530000.000000,20,OPTIDX,BFO,5.000000,1000
1141615,DMART26JUL4500CE,DMART,30JUL2026,450000.000000,150,OPTSTK,BFO,5.000000,100000000
1141631,BOSCHLTD26JUL34250PE,BOSCHLTD,30JUL2026,3425000.000000,25,OPTSTK,BFO,5.000000,1500
1141624,SOLARINDS26JUL14250PE,SOLARINDS,30JUL2026,1425000.000000,50,OPTSTK,BFO,5.000000,100000000
821229,CROMPTON26JUL312.5CE,CROMPTON,30JUL2026,31250.000000,2150,OPTSTK,BFO,5.000000,90000
821261,LODHA26JUL780PE,LODHA,30JUL2026,78000.000000,625,OPTSTK,BFO,5.000000,100000000
821285,PETRONET26JUL247.5CE,PETRONET,30JUL2026,24750.000000,1900,OPTSTK,BFO,5.000000,120000
821297,PETRONET26JUL250CE,PETRONET,30JUL2026,25000.000000,1900,OPTSTK,BFO,5.000000,120000
821345,PGEL26JUL410CE,PGEL,30JUL2026,41000.000000,950,OPTSTK,BFO,5.000000,100000000
821356,BANDHANBNK26JUL175CE,BANDHANBNK,30JUL2026,17500.000000,3600,OPTSTK,BFO,5.000000,100000
821362,IRFC26JUL91CE,IRFC,30JUL2026,9100.000000,5425,OPTSTK,BFO,5.000000,100000000
821373,EXIDEIND26JUL325PE,EXIDEIND,30JUL2026,32500.000000,1800,OPTSTK,BFO,5.000000,108000
1141633,BHEL26JUL350CE,BHEL,30JUL2026,35000.000000,2625,OPTSTK,BFO,5.000000,315000
1141634,SENSEX26JUL82300PE,SENSEX,30JUL2026,8230000.000000,20,OPTIDX,BFO,5.000000,1000
1141643,RECLTD26JUL370CE,RECLTD,30JUL2026,37000.000000,1575,OPTSTK,BFO,5.000000,160000
1141688,HCLTECH26JUL1150CE,HCLTECH,30JUL2026,115000.000000,400,OPTSTK,BFO,5.000000,21000
822407,SHRIRAMFIN26JUL840CE,SHRIRAMFIN,30JUL2026,84000.000000,825,OPTSTK,BFO,5.000000,18000
822433,SENSEX2670981000PE,SENSEX,09JUL2026,8100000.000000,20,OPTIDX,BFO,5.000000,1000
822475,SENSEX2670982300PE,SENSEX,09JUL2026,8230000.000000,20,OPTIDX,BFO,5.000000,1000
822486,SENSEX2670982400CE,SENSEX,09JUL2026,8240000.000000,20,OPTIDX,BFO,5.000000,1000
821330,TVSMOTOR26JUL3220PE,TVSMOTOR,30JUL2026,322000.000000,175,OPTSTK,BFO,5.000000,21000
821331,PGEL26JUL390PE,PGEL,30JUL2026,39000.000000,950,OPTSTK,BFO,5.000000,100000000
821375,KAYNES26JUL2800PE,KAYNES,30JUL2026,280000.000000,150,OPTSTK,BFO,5.000000,100000000
821391,KALYANKJIL26JUL310CE,KALYANKJIL,30JUL2026,31000.000000,1350,OPTSTK,BFO,5.000000,100000000
1141713,NAM-INDIA26JUL940PE,NAM-INDIA,30JUL2026,94000.000000,625,OPTSTK,BFO,5.000000,100000000
1141714,GODREJCP26JUL1050PE,GODREJCP,30JUL2026,105000.000000,500,OPTSTK,BFO,5.000000,30000
1141720,GRASIM26JUL2800CE,GRASIM,30JUL2026,280000.000000,250,OPTSTK,BFO,5.000000,14250
1141795,DMART26JUL4250CE,DMART,30JUL2026,425000.000000,150,OPTSTK,BFO,5.000000,100000000
822492,HINDALCO26JUL1180CE,HINDALCO,30JUL2026,118000.000000,700,OPTSTK,BFO,5.000000,56000
822548,HINDPETRO26JUL440CE,HINDPETRO,30JUL2026,44000.000000,2025,OPTSTK,BFO,5.000000,108000
822558,LICI26JUL417.5CE,LICI,30JUL2026,41750.000000,1400,OPTSTK,BFO,5.000000,100000000
822583,SENSEX2670283500CE,SENSEX,02JUL2026,8350000.000000,20,OPTIDX,BFO,5.000000,1000
1141805,AUROPHARMA26JUL1480PE,AUROPHARMA,30JUL2026,148000.000000,550,OPTSTK,BFO,5.000000,44000
1141806,HDFCAMC26JUL2646PE,HDFCAMC,30JUL2026,264600.000000,300,OPTSTK,BFO,5.000000,12000
1141818,ADANIPORTS26JUL1560PE,ADANIPORTS,30JUL2026,156000.000000,475,OPTSTK,BFO,5.000000,32000
1141824,PRESTIGE26JUL1340CE,PRESTIGE,30JUL2026,134000.000000,450,OPTSTK,BFO,5.000000,100000000
821399,AMBER26JUL7200PE,AMBER,30JUL2026,720000.000000,100,OPTSTK,BFO,5.000000,100000000
821405,KALYANKJIL26JUL315CE,KALYANKJIL,30JUL2026,31500.000000,1350,OPTSTK,BFO,5.000000,100000000
821418,AMBER26JUL6800PE,AMBER,30JUL2026,680000.000000,100,OPTSTK,BFO,5.000000,100000000
821428,POLICYBZR26JUL1880PE,POLICYBZR,30JUL2026,188000.000000,350,OPTSTK,BFO,5.000000,100000000
822598,WIPRO26JUL225CE,WIPRO,30JUL2026,22500.000000,3000,OPTSTK,BFO,5.000000,60000
822607,WIPRO26JUL225PE,WIPRO,30JUL2026,22500.000000,3000,OPTSTK,BFO,5.000000,60000
822624,ZYDUSLIFE26JUL1120PE,ZYDUSLIFE,30JUL2026,112000.000000,900,OPTSTK,BFO,5.000000,54000
822629,SENSEX2670283200CE,SENSEX,02JUL2026,8320000.000000,20,OPTIDX,BFO,5.000000,1000
1141845,TCS26JUL2540CE,TCS,30JUL2026,254000.000000,225,OPTSTK,BFO,5.000000,7000
1141851,EXIDEIND26JUL355PE,EXIDEIND,30JUL2026,35500.000000,1800,OPTSTK,BFO,5.000000,108000
1141859,LT26JUL4080CE,LT,30JUL2026,408000.000000,175,OPTSTK,BFO,5.000000,12000
1141903,WIPRO26JUL215CE,WIPRO,30JUL2026,21500.000000,3000,OPTSTK,BFO,5.000000,60000
821434,CHOLAFIN26JUL1380PE,CHOLAFIN,30JUL2026,138000.000000,625,OPTSTK,BFO,5.000000,25000
821436,SBICARD26JUL550PE,SBICARD,30JUL2026,55000.000000,800,OPTSTK,BFO,5.000000,32000
821455,PNB26JUL90CE,PNB,30JUL2026,9000.000000,8000,OPTSTK,BFO,5.000000,480000
821470,AMBER26JUL6500PE,AMBER,30JUL2026,650000.000000,100,OPTSTK,BFO,5.000000,100000000
821380,SUNPHARMA26JUL2040PE,SUNPHARMA,30JUL2026,204000.000000,350,OPTSTK,BFO,5.000000,28000
821397,IOC26JUL126CE,IOC,30JUL2026,12600.000000,4875,OPTSTK,BFO,5.000000,292500
821401,MARUTI26JUL12300CE,MARUTI,30JUL2026,1230000.000000,50,OPTSTK,BFO,5.000000,3000
821416,TVSMOTOR26JUL3300PE,TVSMOTOR,30JUL2026,330000.000000,175,OPTSTK,BFO,5.000000,21000
822654,SENSEX2670982500PE,SENSEX,09JUL2026,8250000.000000,20,OPTIDX,BFO,5.000000,1000
822662,SENSEX2670283000PE,SENSEX,02JUL2026,8300000.000000,20,OPTIDX,BFO,5.000000,1000
822693,SENSEX2670283400PE,SENSEX,02JUL2026,8340000.000000,20,OPTIDX,BFO,5.000000,1000
822698,ADANIENT26JUL2920CE,ADANIENT,30JUL2026,292000.000000,309,OPTSTK,BFO,5.000000,9000
1141905,BANKEX26JUL55200CE,BANKEX,30JUL2026,5520000.000000,30,OPTIDX,BFO,5.000000,900
1141959,SENSEX26JUL72200CE,SENSEX,30JUL2026,7220000.000000,20,OPTIDX,BFO,5.000000,1000
1141967,SBIN26JUL1110PE,SBIN,30JUL2026,111000.000000,750,OPTSTK,BFO,5.000000,45000
1141989,OIL26JULFUT,OIL,30JUL2026,0.000000,1400,FUTSTK,BFO,5.000000,100000000
821487,AMBER26JUL6700PE,AMBER,30JUL2026,670000.000000,100,OPTSTK,BFO,5.000000,100000000
821531,PFC26JUL400PE,PFC,30JUL2026,40000.000000,1300,OPTSTK,BFO,5.000000,124000
821546,RVNL26JUL240PE,RVNL,30JUL2026,24000.000000,1925,OPTSTK,BFO,5.000000,100000000
821573,NTPC26JUL370PE,NTPC,30JUL2026,37000.000000,1500,OPTSTK,BFO,5.000000,150000
1141999,TATACONSUM26JUL1160CE,TATACONSUM,30JUL2026,116000.000000,550,OPTSTK,BFO,5.000000,36000
1142028,INFY26JUL1165PE,INFY,30JUL2026,116500.000000,400,OPTSTK,BFO,5.000000,16000
1142048,SWIGGY26JUL305PE,SWIGGY,30JUL2026,30500.000000,1825,OPTSTK,BFO,5.000000,100000000
1142067,APLAPOLLO26JUL1940CE,APLAPOLLO,30JUL2026,194000.000000,350,OPTSTK,BFO,5.000000,100000000
821440,SONACOMS26JUL535PE,SONACOMS,30JUL2026,53500.000000,1225,OPTSTK,BFO,5.000000,100000000
821443,BANDHANBNK26JUL172.5PE,BANDHANBNK,30JUL2026,17250.000000,3600,OPTSTK,BFO,5.000000,100000
821494,POLICYBZR26JUL1860CE,POLICYBZR,30JUL2026,186000.000000,350,OPTSTK,BFO,5.000000,100000000
821497,IEX26JUL116PE,IEX,30JUL2026,11600.000000,4350,OPTSTK,BFO,5.000000,150000
822700,BRITANNIA26JUL4950CE,BRITANNIA,30JUL2026,495000.000000,125,OPTSTK,BFO,5.000000,6000
822704,BHEL26JUL435CE,BHEL,30JUL2026,43500.000000,2625,OPTSTK,BFO,5.000000,315000
822721,SENSEX2670983300CE,SENSEX,09JUL2026,8330000.000000,20,OPTIDX,BFO,5.000000,1000
822724,INDUSTOWER26JUL475CE,INDUSTOWER,30JUL2026,47500.000000,1700,OPTSTK,BFO,5.000000,170000
1142080,JINDALSTEL26JUL1230CE,JINDALSTEL,30JUL2026,123000.000000,625,OPTSTK,BFO,5.000000,37500
1142092,ADANIENT26JUL2400PE,ADANIENT,30JUL2026,240000.000000,309,OPTSTK,BFO,5.000000,9000
1142120,TATACONSUM26JUL1080PE,TATACONSUM,30JUL2026,108000.000000,550,OPTSTK,BFO,5.000000,36000
1142174,KOTAKBANK26JUL367.5CE,KOTAKBANK,30JUL2026,36750.000000,2000,OPTSTK,BFO,5.000000,12000
821589,IOC26JUL127PE,IOC,30JUL2026,12700.000000,4875,OPTSTK,BFO,5.000000,292500
821594,TVSMOTOR26JUL3180PE,TVSMOTOR,30JUL2026,318000.000000,175,OPTSTK,BFO,5.000000,21000
821610,BHARTIARTL26JUL2080PE,BHARTIARTL,30JUL2026,208000.000000,475,OPTSTK,BFO,5.000000,28500
821647,OFSS26JUL10300CE,OFSS,30JUL2026,1030000.000000,100,OPTSTK,BFO,5.000000,8000
821503,TVSMOTOR26JUL3140CE,TVSMOTOR,30JUL2026,314000.000000,175,OPTSTK,BFO,5.000000,21000
821505,IEX26JUL117CE,IEX,30JUL2026,11700.000000,4350,OPTSTK,BFO,5.000000,150000
821515,HYUNDAI26JUL1660PE,HYUNDAI,30JUL2026,166000.000000,275,OPTSTK,BFO,5.000000,100000000
821534,AMBER26JUL6400PE,AMBER,30JUL2026,640000.000000,100,OPTSTK,BFO,5.000000,100000000
822750,SBILIFE26JUL2040CE,SBILIFE,30JUL2026,204000.000000,375,OPTSTK,BFO,5.000000,22500
822772,SENSEX2670983000CE,SENSEX,09JUL2026,8300000.000000,20,OPTIDX,BFO,5.000000,1000
822810,COLPAL26JUL1940CE,COLPAL,30JUL2026,194000.000000,275,OPTSTK,BFO,5.000000,14000
822814,CONCOR26JUL445PE,CONCOR,30JUL2026,44500.000000,1250,OPTSTK,BFO,5.000000,40000
1142176,BANKINDIA26JUL125.35CE,BANKINDIA,30JUL2026,12535.000000,5200,OPTSTK,BFO,5.000000,100000000
1142184,NHPC26JUL90CE,NHPC,30JUL2026,9000.000000,6950,OPTSTK,BFO,5.000000,100000000
1142186,PNB26JUL113PE,PNB,30JUL2026,11300.000000,8000,OPTSTK,BFO,5.000000,480000
1142210,MPHASIS26JUL2200PE,MPHASIS,30JUL2026,220000.000000,275,OPTSTK,BFO,5.000000,11000
821650,IRFC26JUL90PE,IRFC,30JUL2026,9000.000000,5425,OPTSTK,BFO,5.000000,100000000
821726,AUBANK26JUL900PE,AUBANK,30JUL2026,90000.000000,1000,OPTSTK,BFO,5.000000,30000
821735,COFORGE26JUL1560CE,COFORGE,30JUL2026,156000.000000,475,OPTSTK,BFO,5.000000,6000
821754,GMRAIRPORT26JUL87PE,GMRAIRPORT,30JUL2026,8700.000000,6975,OPTSTK,BFO,5.000000,675000
822816,BAJAJHLDNG26JUL11400CE,BAJAJHLDNG,30JUL2026,1140000.000000,75,OPTSTK,BFO,5.000000,100000000
822845,LICI26JUL427.5PE,LICI,30JUL2026,42750.000000,1400,OPTSTK,BFO,5.000000,100000000
822864,ADANIENT26JUL3020CE,ADANIENT,30JUL2026,302000.000000,309,OPTSTK,BFO,5.000000,9000
822884,COLPAL26JUL1940PE,COLPAL,30JUL2026,194000.000000,275,OPTSTK,BFO,5.000000,14000
821538,SOLARINDS26JUL19750PE,SOLARINDS,30JUL2026,1975000.000000,50,OPTSTK,BFO,5.000000,100000000
821539,COCHINSHIP26JUL1400CE,COCHINSHIP,30JUL2026,140000.000000,400,OPTSTK,BFO,5.000000,100000000
821554,SBICARD26JUL550CE,SBICARD,30JUL2026,55000.000000,800,OPTSTK,BFO,5.000000,32000
821558,CANBK26JUL114.8PE,CANBK,30JUL2026,11480.000000,6750,OPTSTK,BFO,5.000000,81000
1142213,PETRONET26JUL267.5PE,PETRONET,30JUL2026,26750.000000,1900,OPTSTK,BFO,5.000000,120000
1142232,KEI26JUL5050CE,KEI,30JUL2026,505000.000000,175,OPTSTK,BFO,5.000000,100000000
1142238,MAXHEALTH26JUL930PE,MAXHEALTH,30JUL2026,93000.000000,525,OPTSTK,BFO,5.000000,100000000
1142243,CROMPTON26JUL272.5CE,CROMPTON,30JUL2026,27250.000000,2150,OPTSTK,BFO,5.000000,90000
822912,ITC26JUL282.5CE,ITC,30JUL2026,28250.000000,1725,OPTSTK,BFO,5.000000,64000
822932,ITC26JUL290CE,ITC,30JUL2026,29000.000000,1725,OPTSTK,BFO,5.000000,64000
822967,CONCOR26JUL460PE,CONCOR,30JUL2026,46000.000000,1250,OPTSTK,BFO,5.000000,40000
823025,ITC26JUL297.5PE,ITC,30JUL2026,29750.000000,1725,OPTSTK,BFO,5.000000,64000
821777,INFY26JUL1235PE,INFY,30JUL2026,123500.000000,400,OPTSTK,BFO,5.000000,16000
821781,PAGEIND26JUL39500PE,PAGEIND,30JUL2026,3950000.000000,20,OPTSTK,BFO,5.000000,600
821786,DMART26JUL3900CE,DMART,30JUL2026,390000.000000,150,OPTSTK,BFO,5.000000,100000000
821814,POLICYBZR26JUL1960PE,POLICYBZR,30JUL2026,196000.000000,350,OPTSTK,BFO,5.000000,100000000
821567,NTPC26JUL370CE,NTPC,30JUL2026,37000.000000,1500,OPTSTK,BFO,5.000000,150000
821568,AUBANK26JUL910CE,AUBANK,30JUL2026,91000.000000,1000,OPTSTK,BFO,5.000000,30000
821603,KAYNES26JUL2800CE,KAYNES,30JUL2026,280000.000000,150,OPTSTK,BFO,5.000000,100000000
821608,SUNPHARMA26JUL2040CE,SUNPHARMA,30JUL2026,204000.000000,350,OPTSTK,BFO,5.000000,28000
823076,ITC26JUL305PE,ITC,30JUL2026,30500.000000,1725,OPTSTK,BFO,5.000000,64000
823109,BSE26AUGFUT,BSE,25AUG2026,0.000000,200,FUTSTK,BFO,5.000000,3751
823114,BSE26JUL4850CE,BSE,28JUL2026,485000.000000,200,OPTSTK,BFO,5.000000,3751
823117,BSE26JUL4950PE,BSE,28JUL2026,495000.000000,200,OPTSTK,BFO,5.000000,3751
1142244,ASTRAL26JUL1400CE,ASTRAL,30JUL2026,140000.000000,425,OPTSTK,BFO,5.000000,14680
1142270,PAGEIND26JUL38000PE,PAGEIND,30JUL2026,3800000.000000,20,OPTSTK,BFO,5.000000,600
1142274,BANKEX26JUL59200PE,BANKEX,30JUL2026,5920000.000000,30,OPTIDX,BFO,5.000000,900
1142333,HINDUNILVR26JUL2140PE,HINDUNILVR,30JUL2026,214000.000000,300,OPTSTK,BFO,5.000000,9000
821830,KAYNES26JUL2700CE,KAYNES,30JUL2026,270000.000000,150,OPTSTK,BFO,5.000000,100000000
821835,MANAPPURAM26JUL355CE,MANAPPURAM,30JUL2026,35500.000000,3000,OPTSTK,BFO,5.000000,180000
821843,DMART26JUL3850PE,DMART,30JUL2026,385000.000000,150,OPTSTK,BFO,5.000000,100000000
821863,MAXHEALTH26JUL1150CE,MAXHEALTH,30JUL2026,115000.000000,525,OPTSTK,BFO,5.000000,100000000
1142343,ANGELONE26JUL315PE,ANGELONE,30JUL2026,31500.000000,2500,OPTSTK,BFO,5.000000,100000000
1142359,MOTHERSON26JUL121PE,MOTHERSON,30JUL2026,12100.000000,6150,OPTSTK,BFO,5.000000,284000
1142367,PAYTM26JUL1090CE,PAYTM,30JUL2026,109000.000000,725,OPTSTK,BFO,5.000000,100000000
1142385,LTM26JUL4250CE,LTM,30JUL2026,425000.000000,150,OPTSTK,BFO,5.000000,4500
821630,BSE26JUL5400CE,BSE,28JUL2026,540000.000000,200,OPTSTK,BFO,5.000000,3751
821642,POLICYBZR26JUL1920PE,POLICYBZR,30JUL2026,192000.000000,350,OPTSTK,BFO,5.000000,100000000
821644,AUBANK26JUL900CE,AUBANK,30JUL2026,90000.000000,1000,OPTSTK,BFO,5.000000,30000
821655,COFORGE26JUL1540CE,COFORGE,30JUL2026,154000.000000,475,OPTSTK,BFO,5.000000,6000
823120,BSE26JUL5150CE,BSE,28JUL2026,515000.000000,200,OPTSTK,BFO,5.000000,3751
823133,BSE26AUG3400PE,BSE,25AUG2026,340000.000000,200,OPTSTK,BFO,5.000000,3751
823135,BSE26AUG3500PE,BSE,25AUG2026,350000.000000,200,OPTSTK,BFO,5.000000,3751
823138,BSE26AUG3700CE,BSE,25AUG2026,370000.000000,200,OPTSTK,BFO,5.000000,3751
1142391,ICICIBANK26JUL1280CE,ICICIBANK,30JUL2026,128000.000000,700,OPTSTK,BFO,5.000000,28000
1142400,CANBK26JUL131.8PE,CANBK,30JUL2026,13180.000000,6750,OPTSTK,BFO,5.000000,81000
1142451,SENSEX5026JUL25800PE,SENSEX50,30JUL2026,2580000.000000,75,OPTIDX,BFO,5.000000,1800
1142459,PETRONET26JUL270CE,PETRONET,30JUL2026,27000.000000,1900,OPTSTK,BFO,5.000000,120000
821668,RELIANCE26JUL1260CE,RELIANCE,30JUL2026,126000.000000,500,OPTSTK,BFO,5.000000,10000
821702,RELIANCE26JUL1250CE,RELIANCE,30JUL2026,125000.000000,500,OPTSTK,BFO,5.000000,10000
821725,GAIL26JUL151CE,GAIL,30JUL2026,15100.000000,3550,OPTSTK,BFO,5.000000,274500
821733,APLAPOLLO26JUL1720PE,APLAPOLLO,30JUL2026,172000.000000,350,OPTSTK,BFO,5.000000,100000000
821873,ZYDUSLIFE26JUL1100CE,ZYDUSLIFE,30JUL2026,110000.000000,900,OPTSTK,BFO,5.000000,54000
821909,ZYDUSLIFE26JUL1100PE,ZYDUSLIFE,30JUL2026,110000.000000,900,OPTSTK,BFO,5.000000,54000
821939,LTF26JUL240PE,LTF,30JUL2026,24000.000000,2250,OPTSTK,BFO,5.000000,267720
821956,SENSEX2670981800CE,SENSEX,09JUL2026,8180000.000000,20,OPTIDX,BFO,5.000000,1000
823150,BSE26AUG4300CE,BSE,25AUG2026,430000.000000,200,OPTSTK,BFO,5.000000,3751
823155,BSE26AUG4500PE,BSE,25AUG2026,450000.000000,200,OPTSTK,BFO,5.000000,3751
823183,CDSL26JUL980CE,CDSL,28JUL2026,98000.000000,475,OPTSTK,BFO,5.000000,14001
823187,CDSL26JUL1060CE,CDSL,28JUL2026,106000.000000,475,OPTSTK,BFO,5.000000,14001
1142460,TATAELXSI26JUL3900PE,TATAELXSI,30JUL2026,390000.000000,125,OPTSTK,BFO,5.000000,100000000
1142475,TMPV26JUL315PE,TMPV,30JUL2026,31500.000000,1600,OPTSTK,BFO,5.000000,42750
1142476,SENSEX26JUL73200CE,SENSEX,30JUL2026,7320000.000000,20,OPTIDX,BFO,5.000000,1000
1142477,NHPC26JUL82PE,NHPC,30JUL2026,8200.000000,6950,OPTSTK,BFO,5.000000,100000000
821736,INFY26JUL1245PE,INFY,30JUL2026,124500.000000,400,OPTSTK,BFO,5.000000,16000
821749,PAGEIND26JUL40500PE,PAGEIND,30JUL2026,4050000.000000,20,OPTSTK,BFO,5.000000,600
821756,ASTRAL26JUL1340CE,ASTRAL,30JUL2026,134000.000000,425,OPTSTK,BFO,5.000000,14680
821757,COCHINSHIP26JUL1360PE,COCHINSHIP,30JUL2026,136000.000000,400,OPTSTK,BFO,5.000000,100000000
823190,CDSL26JUL1140PE,CDSL,28JUL2026,114000.000000,475,OPTSTK,BFO,5.000000,14001
823206,CDSL26JUL1540PE,CDSL,28JUL2026,154000.000000,475,OPTSTK,BFO,5.000000,14001
823253,CDSL26AUG1680CE,CDSL,25AUG2026,168000.000000,475,OPTSTK,BFO,5.000000,14001
821962,SENSEX2670968800CE,SENSEX,09JUL2026,6880000.000000,20,OPTIDX,BFO,5.000000,1000
821964,SENSEX2670973500PE,SENSEX,09JUL2026,7350000.000000,20,OPTIDX,BFO,5.000000,1000
822007,SENSEX2670970700CE,SENSEX,09JUL2026,7070000.000000,20,OPTIDX,BFO,5.000000,1000
822023,SENSEX2670975300PE,SENSEX,09JUL2026,7530000.000000,20,OPTIDX,BFO,5.000000,1000
823229,CDSL26AUG1160CE,CDSL,25AUG2026,116000.000000,475,OPTSTK,BFO,5.000000,14001
1142497,SENSEX26JUL77800CE,SENSEX,30JUL2026,7780000.000000,20,OPTIDX,BFO,5.000000,1000
1142521,COLPAL26JUL2160CE,COLPAL,30JUL2026,216000.000000,275,OPTSTK,BFO,5.000000,14000
1142532,POLICYBZR26JUL1580PE,POLICYBZR,30JUL2026,158000.000000,350,OPTSTK,BFO,5.000000,100000000
1142540,FORCEMOT26JUL18500CE,FORCEMOT,30JUL2026,1850000.000000,25,OPTSTK,BFO,5.000000,100000000
821766,PATANJALI26JUL505CE,PATANJALI,30JUL2026,50500.000000,1075,OPTSTK,BFO,5.000000,100000000
